CONFIG_ETUDE;Centre;N_Cyril;config;acq;Proto;fant;Type_centre;N_Patients;Utilisation;rmq_utilisation;Marque;Modele;num_camera;Modele_simple;Annee_Installation;Collimateur;modele_colli;facteur_stenope;NaI_CZT;Taille_Cristal;Dimensions FOV;Pixel;Protocole;Geometrie_Fantome;Volume;Conditionnement;Fantome;Type_fantome;Commentaire_Fantome;Distance_Source;cale;cale_new;Distance;Radionucleide;Radionucleide_simple;T_min;l;Justesse;Source_Constance;Calibre;A_necessaire;A_Prep;Heure_Prep;A_seringue_vide;Heure_seringue_vide;Heure_acq;delta_t_prep;delta_t_seringue;A_acq;A_acq_corr;TC;Nom_Protocole;Duree;Kcps;Zoom;Matrice;Energie;Fenetre_spectro;Calibrage_Patient;Calibrage_Facteur;Geometrie_Cali_F;Nom_Console;Nom_PRG;Facteur_calibrage;Contourage;Seuil;Nb_kCps_ROI;Nb_kCps_BGRD;BGRD_O_N;Indice_Thyroidien ;Nom_Fichier_DICOM;Remarques;Unnamed: 1;PatientName;PatientID;StudyDate (YYMMDD);AcquisitionDate (YYMMDD);AcquisitionTime (hhmmss);Modality;SeriesDescription;ManufacturerModelName;ProtocolName;PixelSpacing (mm);Table Height;Table Traverse;taille Matrice X;taille Matrice Y;ActualFrameDuration (s);Acquisition time (s);Counts Accumulated;Energie window name;Energie(KeV);Collimateur Type;Collimateur Name;Volume Theorique (ml);activite theorique (MBq); Seuil(% max)_5%;region_5%;Min (kCps)_F_5%;Max(kCps)_F_5%;mean(kCps)_F_5%;median(kCps)_F_5%;Coups Totaux(kCps)_F_5%;Nombre de Pixel_F_5%;CV(%)_F_5%;Rcentre de gravite(mm)_F_5%;surface(mm^2)_F_5%;sensibilite (Cps/(MBq.s))_5%; Seuil(% max)_10%;region_10%;Min (kCps)_F_10%;Max(kCps)_F_10%;mean(kCps)_F_10%;median(kCps)_F_10%;Coups Totaux(kCps)_F_10%;Nombre de Pixel_F_10%;CV(%)_F_10%;Rcentre de gravite(mm)_F_10%;surface(mm^2)_F_10%;sensibilite (Cps/(MBq.s))_10%; Seuil(% max)_15%;region_15%;Min (kCps)_F_15%;Max(kCps)_F_15%;mean(kCps)_F_15%;median(kCps)_F_15%;Coups Totaux(kCps)_F_15%;Nombre de Pixel_F_15%;CV(%)_F_15%;Rcentre de gravite(mm)_F_15%;surface(mm^2)_F_15%;sensibilite (Cps/(MBq.s))_15%; Seuil(% max)_20%;region_20%;Min (kCps)_F_20%;Max(kCps)_F_20%;mean(kCps)_F_20%;median(kCps)_F_20%;Coups Totaux(kCps)_F_20%;Nombre de Pixel_F_20%;CV(%)_F_20%;Rcentre de gravite(mm)_F_20%;surface(mm^2)_F_20%;sensibilite (Cps/(MBq.s))_20%; Seuil(% max)_25%;region_25%;Min (kCps)_F_25%;Max(kCps)_F_25%;mean(kCps)_F_25%;median(kCps)_F_25%;Coups Totaux(kCps)_F_25%;Nombre de Pixel_F_25%;CV(%)_F_25%;Rcentre de gravite(mm)_F_25%;surface(mm^2)_F_25%;sensibilite (Cps/(MBq.s))_25%; Seuil(% max)_30%;region_30%;Min (kCps)_F_30%;Max(kCps)_F_30%;mean(kCps)_F_30%;median(kCps)_F_30%;Coups Totaux(kCps)_F_30%;Nombre de Pixel_F_30%;CV(%)_F_30%;Rcentre de gravite(mm)_F_30%;surface(mm^2)_F_30%;sensibilite (Cps/(MBq.s))_30%; Seuil(% max)_35%;region_35%;Min (kCps)_F_35%;Max(kCps)_F_35%;mean(kCps)_F_35%;median(kCps)_F_35%;Coups Totaux(kCps)_F_35%;Nombre de Pixel_F_35%;CV(%)_F_35%;Rcentre de gravite(mm)_F_35%;surface(mm^2)_F_35%;sensibilite (Cps/(MBq.s))_35%; Seuil(% max)_40%;region_40%;Min (kCps)_F_40%;Max(kCps)_F_40%;mean(kCps)_F_40%;median(kCps)_F_40%;Coups Totaux(kCps)_F_40%;Nombre de Pixel_F_40%;CV(%)_F_40%;Rcentre de gravite(mm)_F_40%;surface(mm^2)_F_40%;sensibilite (Cps/(MBq.s))_40%; SAM (kCps);sensibilite SAM (Cps/(MBq.s)));CDMnorm (%);LimiteCDM2STD
16;12;405;1;2;Std;IRSN-10;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Standardis¶?;I10;8;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;5;5.44;15/10/2020 17:10;0.07;15/10/2020 17:56;15/10/2020 19:27;138;92;4.76;4.76;0.8;Acq Thyr I123;300;;2;256x256;159;15%;;;;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;154.636;123.773;O;0.99;12_S_GC14_LI_I10;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;192806.328;NM;11_S_GC14_LI_I10;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;300.001;192806.328;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.013;0.242;0.066292492;0.036867188;127.149;1918;0.901552906;217.0364038;2756.398774;89.03961917;10;Fantome thyroide;0.025;0.242;0.100159965;0.093585938;114.583;1144;0.559385989;216.9602843;1644.066839;80.23992861;15;Fantome thyroide;0.037;0.242;0.114929175;0.114382813;108.723;946;0.437879279;217.0919705;1359.516809;76.13630083;20;Fantome thyroide;0.049;0.242;0.123186101;0.123835938;104.585;849;0.376870529;217.2049123;1220.116037;73.23855139;25;Fantome thyroide;0.061;0.242;0.130340702;0.131398438;100.232;769;0.328611391;217.3170369;1105.146328;70.19024222;30;Fantome thyroide;0.073;0.242;0.138127007;0.137070313;94.617;685;0.28065186;217.5268502;984.4281335;66.2581825;35;Fantome thyroide;0.085;0.242;0.144811688;0.142742188;89.204;616;0.241759141;217.5768551;885.2667594;62.46757889;40;Fantome thyroide;0.097;0.242;0.150789189;0.148414063;83.688;555;0.209509556;217.8363222;797.6023563;58.60484667;113.2684746;79.31939567;0.402154178;1
16;12;406;1;3;Std;IRSN-15;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Standardis¶?;I15;11;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;5;5.53;15/10/2020 17:07;0.09;15/10/2020 18:03;15/10/2020 19:35;149;93;4.78;4.78;0.8;Acq Thyr I123;300;;2;256x256;159;15%;;;;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;153;121.472;O;0.97;12_S_GC14_LI_I15;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;193611.484;NM;11_S_GC14_LI_I15;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;300.001;193611.484;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.011;0.203;0.051832677;0.027753906;131.655;2540;0.922015588;217.0156155;3650.288261;91.8093174;10;Fantome thyroide;0.021;0.203;0.080967338;0.075332031;116.512;1439;0.561638719;216.9776629;2068.017641;81.24938049;15;Fantome thyroide;0.031;0.203;0.092365385;0.089605469;110.469;1196;0.448579174;217.0551692;1718.79715;77.03530807;20;Fantome thyroide;0.041;0.203;0.099703494;0.097535156;105.586;1059;0.384210679;217.2130319;1521.911523;73.63015903;25;Fantome thyroide;0.051;0.203;0.106162619;0.103878906;100.536;947;0.332417605;217.4063551;1360.95393;70.10855292;30;Fantome thyroide;0.061;0.203;0.112028269;0.108636719;95.112;849;0.290001901;217.5978079;1220.116037;66.32613875;35;Fantome thyroide;0.072;0.203;0.117924303;0.113394531;88.797;753;0.251676638;217.8444584;1082.152386;61.92238773;40;Fantome thyroide;0.082;0.203;0.122858631;0.118152344;82.561;672;0.224342473;218.1017158;965.7455557;57.57372719;113.0863147;78.86048655;0.51538012;1
16;12;407;1;4;Std;IRSN-20;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Standardis¶?;I20;19;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;5;5.54;15/10/2020 17:20;0.07;15/10/2020 18:08;15/10/2020 19:48;149;100;4.8;4.8;0.8;Acq Thyr I123;300;;2;256x256;159;15%;;;;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;158.466;126.541;O;1;12_S_GC14_LI_I20;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;194902.39;NM;11_S_GC14_LI_I20;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;300.001;194902.39;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.008;0.148;0.034873501;0.014453125;142.528;4087;0.986436051;220.4373631;5873.515009;98.97744785;10;Fantome thyroide;0.015;0.148;0.058841171;0.056078125;122.625;2084;0.575163473;220.3747784;2994.96092;85.15596615;15;Fantome thyroide;0.023;0.148;0.068917015;0.067640625;115.436;1675;0.436864669;220.4129569;2407.178283;80.16362168;20;Fantome thyroide;0.03;0.148;0.074394755;0.073421875;110.625;1487;0.368883462;220.5510527;2136.999466;76.82266059;25;Fantome thyroide;0.037;0.148;0.078683234;0.076890625;106.065;1348;0.319880943;220.7589273;1937.239597;73.65600448;30;Fantome thyroide;0.045;0.148;0.082760263;0.081515625;100.802;1218;0.277670819;220.9850451;1750.41382;70.00115555;35;Fantome thyroide;0.052;0.148;0.086426497;0.084984375;95.242;1102;0.243263255;221.159606;1583.707742;66.14005731;40;Fantome thyroide;0.06;0.148;0.090211224;0.088453125;88.407;980;0.212383003;221.4559632;1408.378935;61.39354535;113.7686151;79.00571936;0.488216618;1
16;12;409;1;5;Std;IRSN-30;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Standardis¶?;I30;30;Thyroide;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;5;5.68;15/10/2020 17:05;0.07;15/10/2020 18:17;15/10/2020 19:54;170;98;4.83;4.83;0.8;Acq Thyr I123;300;;2;256x256;159;15%;;;;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;156.892;124.428;O;0.98;12_S_GC14_LI_I30;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;195504.421;NM;11_S_GC14_LI_I30;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;300.001;195504.421;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.006;0.118;0.024296493;0.009679688;155.206;6388;1.055996702;220.1118003;9180.331265;107.1121343;10;Fantome thyroide;0.012;0.118;0.045412951;0.043789063;128.337;2826;0.576459773;219.9052079;4061.304971;88.56906295;15;Fantome thyroide;0.018;0.118;0.054166441;0.054851563;119.762;2211;0.422207504;220.0567199;3177.475333;82.65120828;20;Fantome thyroide;0.024;0.118;0.058542113;0.059460938;114.684;1959;0.350863316;220.2289267;2815.32075;79.14673411;25;Fantome thyroide;0.03;0.118;0.061882254;0.062226563;109.841;1775;0.300818863;220.4299273;2550.890419;75.80444021;30;Fantome thyroide;0.036;0.118;0.064990031;0.064992188;104.309;1605;0.258409487;220.4740984;2306.579787;71.98664755;35;Fantome thyroide;0.042;0.118;0.067651578;0.066835938;98.636;1458;0.225534599;220.6856468;2095.322947;68.07154673;40;Fantome thyroide;0.048;0.118;0.070155894;0.068679688;92.255;1315;0.198436299;220.9660218;1889.814592;63.6678347;116.1675;80.17054022;0.480080091;1
16;12;411;1;6;Std;Seringue;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Standardis¶?;Ser;3;Seringue;;;;;cale GT;;8;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;5;5.68;15/10/2020 17:35;;;15/10/2020 20:18;163;;4.92;4.92;0.8;Acq Thyr I123;300;;2;256x256;159;15%;;;;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;161.702;131.574;O;1.02;12_S_GC14_LI_Ser;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;201829.31;NM;11_S_GC14_LI_Ser;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;300.001;201829.31;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.019;0.369;0.100260183;0.047566406;120.613;1203;0.953657749;214.7882515;1728.856999;81.71585228;10;Fantome thyroide;0.037;0.369;0.157540816;0.145582031;108.073;686;0.581089973;214.7814484;985.8652548;73.21994564;15;Fantome thyroide;0.056;0.369;0.18015937;0.174410156;102.871;571;0.464671442;214.7923479;820.5962981;69.69556714;20;Fantome thyroide;0.074;0.369;0.195717694;0.191707031;98.446;503;0.393023876;214.8749282;722.8720454;66.69760965;25;Fantome thyroide;0.093;0.369;0.209455357;0.206121094;93.836;448;0.334581263;214.9594841;643.8303705;63.57431383;30;Fantome thyroide;0.111;0.369;0.219155718;0.220535156;90.073;411;0.296065288;214.8492194;590.6568801;61.02486433;35;Fantome thyroide;0.13;0.369;0.230272973;0.232066406;85.201;370;0.25442878;214.8179216;531.7349042;57.72406233;40;Fantome thyroide;0.148;0.369;0.2395625;0.246480469;80.493;336;0.222286194;214.8922293;482.8727779;54.53437106;105.9228551;71.76321274;0.051551872;1
16;12;410;1;7;Std;Routine;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Standardis¶?;Rou;0.2;Cupule;non;Cupule;;30;-;;10;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;5;5.78;15/10/2020 17:16;0;15/10/2020 17:30;15/10/2020 20:25;189;176;4.9;4.9;0.9;Acq Thyr I123;300;;2;256x256;159;15%;;;;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;176.856;140.867;O;1.09;12_S_GC14_LI_Rou;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;202543;NM;11_S_GC14_LI_Rou;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;300.001;202543;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.085;1.694;0.498846847;0.337476563;110.744;222;0.858466309;220.8344628;319.0409425;75.3358033;10;Fantome thyroide;0.17;1.694;0.665448052;0.522757813;102.479;154;0.625747646;220.8243084;221.3166899;69.71337306;15;Fantome thyroide;0.255;1.694;0.736977444;0.628632813;98.018;133;0.547954949;220.8285524;191.1371412;66.6786893;20;Fantome thyroide;0.343;1.694;0.831463636;0.734507813;91.461;110;0.458388168;220.8198272;158.0833499;62.21815995;25;Fantome thyroide;0.424;1.694;0.912225806;0.813914063;84.837;93;0.394219489;220.9241122;133.6522867;57.71205252;30;Fantome thyroide;0.515;1.694;0.974085366;0.906554688;79.875;82;0.346730615;220.8607679;117.8439517;54.33655357;35;Fantome thyroide;0.61;1.694;1.028780822;0.946257813;75.101;73;0.308414933;220.8426182;104.9098595;51.08894535;40;Fantome thyroide;0.678;1.694;1.091507937;1.025664063;68.765;63;0.271230886;220.7049534;90.53864585;46.77875564;112.7429909;76.69565653;-0.054078996;1
16;12;394;1;8;Local;IRSN-3;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Local;I3;3;Thyroide;;;;;pas de cale;pas de cale;30;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;;5.32;15/10/2020 17:22;0.08;15/10/2020 17:50;15/10/2020 19:18;116;88;4.73;4.73;0.6;Acq Thyr I123;120;;2;256x256;159;15%;non;oui;cupule;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;46.913;44.77;O;0.9;12_L_GC14_LI_I3;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;191909.562;NM;11_L_GC14_LI_I3;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;120.002;191909.562;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.005;0.092;0.025142334;0.016890625;41.158;1637;0.832440574;214.7112199;2352.567671;72.51112411;10;Fantome thyroide;0.01;0.092;0.033823056;0.029109375;37.848;1119;0.592614246;214.743612;1608.138805;66.67964977;15;Fantome thyroide;0.014;0.092;0.038378495;0.034859375;35.692;930;0.494553294;214.8629867;1336.522867;62.88126347;20;Fantome thyroide;0.019;0.092;0.043139505;0.041328125;33.088;767;0.406126059;214.9494063;1102.272085;58.29360208;25;Fantome thyroide;0.023;0.092;0.045816327;0.042765625;31.43;686;0.36204768;215.1473261;985.8652548;55.37257959;30;Fantome thyroide;0.028;0.092;0.049640275;0.047078125;28.841;581;0.304797439;215.3881201;834.9675117;50.81134483;35;Fantome thyroide;0.033;0.092;0.052575099;0.050671875;26.603;506;0.26613189;215.3868344;727.1834095;46.868493;40;Fantome thyroide;0.037;0.092;0.055592166;0.054265625;24.127;434;0.230358743;215.4489252;623.7106714;42.50633878;39.04297458;68.78492578;0.327369096;1
16;12;391;1;9;Local;IRSN-10;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Local;I10;8;Thyroide;;;;;pas de cale;;30;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;;5.44;15/10/2020 17:10;0.07;15/10/2020 17:56;15/10/2020 19:24;134;88;4.78;4.78;0.6;Acq Thyr I123;120;;2;256x256;159;15%;non;oui;cupule;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;46.491;43.66;O;0.87;12_L_GC14_LI_I10;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;192432.31;NM;11_L_GC14_LI_I10;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;120.001;192432.31;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.004;0.066;0.01840544;0.013148438;42.627;2316;0.80813791;217.664437;3328.373076;74.31423427;10;Fantome thyroide;0.007;0.066;0.024453076;0.020882813;39.345;1609;0.575965075;217.6847634;2312.328273;68.59252463;15;Fantome thyroide;0.01;0.066;0.027470242;0.026039063;37.387;1361;0.481994595;217.8123978;1955.922175;65.17902448;20;Fantome thyroide;0.014;0.066;0.031111812;0.029132813;34.503;1109;0.384686671;217.8601878;1593.767591;60.15117238;25;Fantome thyroide;0.017;0.066;0.033228338;0.032226563;32.597;981;0.333782436;217.9390982;1409.816057;56.82832699;30;Fantome thyroide;0.02;0.066;0.035224913;0.034804688;30.54;867;0.290588806;218.0875807;1245.984221;53.24223414;35;Fantome thyroide;0.024;0.066;0.037680272;0.036867188;27.695;735;0.242883115;218.2907056;1056.284202;48.2823731;40;Fantome thyroide;0.027;0.066;0.039267994;0.038929688;25.642;653;0.215445906;218.5240446;938.4402499;44.70325369;39.316;68.54196717;0.384068156;1
16;12;392;1;10;Local;IRSN-15;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Local;I15;11;Thyroide;;;;;pas de cale;;30;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;;5.53;15/10/2020 17:07;0.09;15/10/2020 18:03;15/10/2020 19:41;155;98;4.76;4.76;0.6;Acq Thyr I123;120;;2;256x256;159;15%;non;oui;cupule;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;45.805;42.96;O;0.86;12_L_GC14_LI_I15;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;194147.218;NM;11_L_GC14_LI_I15;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;120.001;194147.218;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.003;0.057;0.012762067;0.006902344;44.948;3522;0.952521538;217.4680312;5061.541439;78.68982044;10;Fantome thyroide;0.006;0.057;0.020192131;0.017144531;39.516;1957;0.588711139;217.6281964;2812.446507;69.18009577;15;Fantome thyroide;0.009;0.057;0.02344028;0.022042969;36.895;1574;0.470468129;217.7991776;2262.029025;64.59154857;20;Fantome thyroide;0.012;0.057;0.025936795;0.023824219;34.47;1329;0.392918539;217.9562512;1909.934291;60.34613577;25;Fantome thyroide;0.015;0.057;0.028076316;0.026941406;32.007;1140;0.335553277;218.1752582;1638.318353;56.03419691;30;Fantome thyroide;0.018;0.057;0.030213402;0.029167969;29.307;970;0.283857563;218.3940452;1394.007722;51.30734555;35;Fantome thyroide;0.02;0.057;0.03138322;0.030058594;27.68;882;0.258421143;218.5585396;1267.541042;48.45897993;40;Fantome thyroide;0.023;0.057;0.03337027;0.031839844;24.694;740;0.219647991;218.86171;1063.469808;43.23143246;38.93303799;68.15951252;0.563604122;1
16;12;393;1;11;Local;IRSN-20;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Local;I20;19;Thyroide;;;;;pas de cale;;30;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;;5.54;15/10/2020 17:20;0.07;15/10/2020 18:08;15/10/2020 19:45;145;97;4.82;4.82;0.6;Acq Thyr I123;120;;2;256x256;159;15%;non;oui;cupule;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;45.474;42.66;O;0.84;12_L_GC14_LI_I20;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;194523.984;NM;11_L_GC14_LI_I20;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;120.001;194523.984;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.003;0.046;0.011412775;0.007007813;45.206;3961;0.839231895;220.7027985;5692.437718;78.15633348;10;Fantome thyroide;0.005;0.046;0.016252716;0.014914063;40.388;2485;0.561370612;221.152288;3571.246586;69.82652738;15;Fantome thyroide;0.007;0.046;0.018352546;0.017070313;38.21;2082;0.462721058;221.3134416;2992.086677;66.06099859;20;Fantome thyroide;0.01;0.046;0.020676453;0.019945313;35.212;1703;0.369416266;221.5581799;2447.417681;60.87777761;25;Fantome thyroide;0.012;0.046;0.021987401;0.021023438;33.157;1508;0.324288374;221.721372;2167.179015;57.32490265;30;Fantome thyroide;0.014;0.046;0.023184466;0.022101563;31.044;1339;0.287516868;221.8792573;1924.305505;53.67175191;35;Fantome thyroide;0.017;0.046;0.025040293;0.023898438;27.344;1092;0.238495451;222.2560963;1569.336528;47.27484809;40;Fantome thyroide;0.019;0.046;0.026265957;0.024976563;24.69;940;0.210582833;222.4360486;1350.894081;42.68636627;39.27417647;67.90084576;0.57713694;1
16;12;395;1;12;Local;IRSN-30;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Local;I30;30;Thyroide;;;;;pas de cale;;30;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;;5.68;15/10/2020 17:05;0.07;15/10/2020 18:17;15/10/2020 20:00;175;103;4.81;4.81;0.6;Acq Thyr I123;120;;2;256x256;159;15%;non;oui;cupule;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;45.213;42.36;O;0.84;12_L_GC14_LI_I30;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;200034.781;NM;11_L_GC14_LI_I30;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;120.001;200034.781;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.002;0.04;0.006658736;0.00296875;52.058;7818;1.069036357;220.4231722;11235.41481;90.18982361;10;Fantome thyroide;0.004;0.04;0.012839204;0.01109375;41.92;3265;0.580241919;220.5953939;4692.201249;72.62586741;15;Fantome thyroide;0.006;0.04;0.014998847;0.01390625;39.012;2601;0.455476945;220.6794891;3737.952664;67.58779436;20;Fantome thyroide;0.008;0.04;0.016433064;0.01609375;36.58;2226;0.385931152;220.9191968;3199.032153;63.37438526;25;Fantome thyroide;0.01;0.04;0.017756417;0.01703125;33.897;1909;0.331072028;221.3282243;2743.464681;58.72612184;30;Fantome thyroide;0.012;0.04;0.019246057;0.01890625;30.505;1585;0.27735292;221.4561524;2277.83736;52.84952494;35;Fantome thyroide;0.014;0.04;0.020505988;0.02015625;27.396;1336;0.237153416;221.7016536;1919.994141;47.46322194;40;Fantome thyroide;0.016;0.04;0.021700448;0.02109375;24.196;1115;0.204319706;221.9660886;1602.390319;41.91926259;39.87651307;69.08555226;0.617524377;1
16;12;397;1;13;Local;Seringue;CH;;;;Siemens;Symbia S;17;GC14;2008;PARA;LEHR;;NaI;0.95;53.3x38.7;1.199;Local;Ser;3;Seringue;;;;;pas de cale;;30;I-123;I;793.404;0.000873637;0.17%;Cs-137;I-123;;5.68;15/10/2020 17:35;;;15/10/2020 20:04;149;;4.98;4.98;0.6;Acq Thyr I123;120;;2;256x256;159;15%;non;oui;cupule;ESOFTP2;Thyroide Fixation;87.7755;Manuel;-;49.304;46.46;O;0.89;12_L_GC14_LI_Ser;;0;mesures_gt_thyroide^SFPM IRSN;gtthyr;20201015;20201015;200421.78;NM;11_L_GC14_LI_Ser;Encore2;16406.0.133796155@;[1.1987999677658. 1.1987999677658];;;256;256;120.001;200421.78;None;123 Iodine;159;PARA;@18885903;a determiner;a rentrer;5;Fantome thyroide;0.005;0.087;0.024063028;0.018011719;42.76;1777;0.761912057;214.4630631;2553.764662;71.55228191;10;Fantome thyroide;0.009;0.087;0.031285489;0.028207031;39.67;1268;0.54284518;214.4880344;1822.269888;66.38164227;15;Fantome thyroide;0.014;0.087;0.035684564;0.034324219;37.219;1043;0.435142194;214.4046917;1498.917581;62.28027082;20;Fantome thyroide;0.018;0.087;0.03854814;0.037042969;35.233;914;0.374702258;214.4403026;1313.528926;58.95700534;25;Fantome thyroide;0.022;0.087;0.041885604;0.041121094;32.587;778;0.311268175;214.3647649;1118.08042;54.5293314;30;Fantome thyroide;0.027;0.087;0.04457164;0.043839844;30.175;677;0.264904766;214.381808;972.9311626;50.49322045;35;Fantome thyroide;0.031;0.087;0.046957627;0.045878906;27.705;590;0.228791232;214.4038203;847.901604;46.36005543;40;Fantome thyroide;0.035;0.087;0.049281496;0.047917969;25.035;508;0.197728169;214.4759689;730.0576523;41.89222118;40.59012667;67.92133269;-0.005625553;1
